RecipeID,Calories,TotalFat,Sugar,Sodium,Protein,SatuatedFat,Carbs
497450,575.3,73,2,61,62,95,1
497375,91.4,4,15,8,4,4,4
497483,266.4,29,41,12,25,57,4
497465,737,75,6,10,27,146,20
497346,269.6,21,21,19,20,37,8
497443,166.7,7,13,19,11,7,8
497379,264.6,25,0,17,50,34,1
497364,391.2,42,9,33,58,41,1
497440,245.4,2,0,0,16,2,15
497360,253.6,23,1,11,47,37,1
497417,6,0,1,0,0,0,0
497451,550.4,37,306,24,5,114,27
497380,50.1,1,4,1,5,0,2
497382,430.9,59,2,14,39,65,0
497409,343.8,25,3,6,84,28,1
497442,223.8,32,3,24,14,35,0
497381,738.5,96,3,13,72,114,2
497467,678.9,48,78,36,47,49,17
497418,268.1,24,23,55,24,29,6
497454,479.2,14,28,80,69,11,20
497371,706.4,63,6,38,42,123,21
497447,276.6,26,5,9,53,14,0
497452,321,40,8,64,32,33,1
497394,236.5,27,10,25,28,42,1
497470,113.8,10,3,111,11,5,2
497396,74,6,8,8,13,11,1
497455,77.1,10,5,7,0,4,1
497363,511.3,32,2,90,31,21,20
497385,49.7,3,0,8,13,2,0
497345,716.9,47,7,9,88,35,21
497476,628.2,75,22,31,47,151,8
497424,37.9,0,0,0,2,0,2
497376,418.3,25,11,36,65,31,10
497373,299.2,19,16,37,24,31,11
497429,391.6,52,1,20,38,45,0
497478,16.4,0,7,0,0,0,1
497464,431.8,43,18,64,59,48,5
497404,305.6,42,6,15,23,75,0
497255,184.1,17,3,12,18,29,3
497233,586.1,31,68,45,104,50,9
497243,190.1,25,1,12,18,41,0
497325,357.2,34,21,7,57,48,2
497236,419.1,52,2,25,55,106,0
497274,424.6,35,16,48,24,55,14
497311,89.5,15,0,0,0,6,0
497261,141.6,17,0,6,19,4,0
497234,222.6,21,67,5,8,41,9
497266,400.6,21,29,49,78,14,9
497309,63.9,0,33,42,4,0,4
497334,415.4,29,14,15,73,32,8
497326,151.3,2,52,40,24,4,7
497251,148.5,8,66,1,6,5,8
497230,167.4,4,13,7,13,2,10
497218,297.7,24,3,32,53,42,3
497242,136.7,7,70,3,12,7,5
497295,407.1,45,21,53,55,78,2
497256,663.2,42,27,92,156,59,9
497272,443.6,19,94,20,80,18,14
497219,104.2,8,36,6,3,3,4
497320,201.7,4,0,18,17,7,11
497239,227.5,10,12,32,14,19,11
497280,134.8,22,6,0,2,61,1
497316,283.2,38,1,8,21,43,1
497191,557.8,46,16,26,64,58,13
497101,393.2,34,51,29,59,26,6
497159,307.5,20,21,6,76,15,2
497135,62.2,6,5,13,8,11,1
497149,361.8,25,25,19,43,29,10
497059,240.9,4,113,59,10,2,17
497166,186.8,13,2,5,46,11,0
497137,198.7,18,0,2,41,12,0
497162,380.4,44,8,27,36,64,3
497130,722.5,75,47,104,93,116,9
497167,224.9,14,5,24,55,8,1
497109,183.4,2,18,15,16,1,11
497091,201.1,4,35,69,62,1,4
497067,140,6,24,29,28,2,3
497096,62.5,4,1,4,12,3,0
497145,300.5,8,1,8,26,12,16
497164,259.5,12,0,20,16,12,12
497165,78.5,10,5,5,0,4,1
497176,113.8,10,2,16,9,11,2
497097,184.7,25,13,13,8,41,1
497150,193.2,12,58,5,5,22,9
497139,261.9,13,4,11,65,21,3
497099,193.6,19,1,30,34,24,0
497170,75,11,3,0,0,2,0
497103,608,53,19,19,95,50,7
497083,243.4,32,28,3,13,61,3
497119,363.3,26,154,14,6,26,16
497110,101.3,1,53,0,0,2,4
497132,295.1,18,19,10,73,28,2
497106,170.3,17,10,10,25,15,0
497010,260.7,25,10,9,6,32,8
496992,2227.3,187,802,34,48,86,88
497016,523.5,42,2,47,102,78,6
497022,508.5,41,135,24,16,47,20
497019,677.6,89,20,34,51,169,5
496993,533.2,43,9,41,100,48,6
497009,397.2,33,1,21,81,63,2
496983,295.3,14,1,13,26,15,12
497021,803,51,42,70,97,53,25
496967,338.8,13,250,1,4,17,21
497026,404.2,24,27,20,23,16,18
497011,202.9,21,22,28,23,44,2
496998,123.6,15,1,9,8,19,1
497049,583.9,32,54,37,130,35,9
496964,178.4,5,42,16,8,8,10
497015,742.1,90,15,47,92,170,2
496989,76.6,5,21,2,2,2,3
496890,313.3,21,156,4,5,55,15
496913,88.3,6,11,14,12,8,2
496918,172.8,2,47,23,6,1,12
496912,1337.5,95,181,56,132,103,42
496953,175.3,11,11,3,8,8,8
496907,423.4,40,64,19,13,78,13
496934,338.4,12,26,22,64,14,11
496883,301.1,22,5,12,25,21,10
496902,616.9,60,26,57,89,110,7
496948,403,49,17,23,13,52,8
496820,111.8,4,38,5,4,5,6
496879,148.6,17,2,4,16,13,0
496827,890.3,53,522,11,25,108,48
496849,1291.9,142,23,73,199,130,2
496835,1730.4,85,135,59,129,33,89
496824,1092.2,128,4,108,84,162,13
496858,486,58,16,36,41,98,6
496855,198.2,12,6,20,22,14,6
496840,470.1,39,7,13,42,69,13
496739,140.3,10,18,29,24,0,2
496772,291.4,20,102,4,8,39,13
496779,267,13,36,42,54,6,5
496769,288.1,11,2,8,82,19,0
496763,330.2,32,0,6,63,30,0
496767,425,36,2,50,95,61,0
496805,304.8,0,15,0,2,0,3
496754,344.5,35,2,30,45,55,3
496780,137.2,7,52,4,7,12,6
496766,381.7,56,1,42,25,34,0
496735,307.5,7,145,83,10,3,15
496755,122.6,17,3,4,1,36,1
496776,759.2,51,264,34,56,115,30
496794,1005.8,36,46,64,86,31,52
496781,395.8,36,16,26,47,61,7
496714,356.7,26,7,20,32,35,11
496707,803.4,47,88,47,68,97,33
496703,269.2,17,30,147,56,15,3
496730,133,14,3,10,19,23,0
496717,411.7,29,150,5,10,56,18
496681,459.4,29,70,62,60,14,14
496678,529.7,63,4,5,70,30,1
496727,131,1,0,13,10,0,8
496688,857.1,91,3,68,84,130,12
496672,477.6,54,30,51,27,99,7
496713,1033,161,2,16,37,328,2
496696,149.8,11,24,35,18,5,5
496709,790.7,95,21,44,93,139,2
496686,273.5,7,9,15,33,3,13
496567,2766.3,179,140,158,150,326,117
496605,644,74,2,18,95,49,1
496602,440.4,21,15,26,30,9,22
496573,301.9,26,8,36,28,28,7
496628,3228.3,247,121,759,755,276,19
496523,45.8,1,9,16,8,1,1
496512,329.2,4,262,113,13,3,26
496542,353.6,50,12,30,17,104,2
496638,678.8,83,32,3,43,23,12
496652,106.2,8,1,5,14,13,2
496577,8832.6,801,2738,197,149,577,335
496520,943.6,95,30,116,76,123,19
496633,404.7,51,31,60,25,96,4
496609,29.8,3,0,4,3,7,0
496612,135.5,2,0,25,10,2,7
496517,261.4,32,10,20,29,66,1
496598,345.1,16,128,34,50,8,13
496606,247.1,21,80,5,3,27,10
496561,357.4,28,15,5,47,26,7
496599,55.5,1,8,13,4,1,3
496507,1004.5,168,17,100,1,70,1
496552,75.4,11,0,2,3,14,0
496572,784.7,83,1,36,107,118,5
496580,455.7,30,11,36,57,48,13
496551,698.4,81,9,15,81,152,5
496533,190.2,21,2,10,27,37,0
496524,783.9,95,4,57,58,122,8
496614,197.1,18,19,14,5,29,6
496619,225,5,13,36,12,9,13
496534,309.5,23,114,7,18,40,11
496591,120.8,6,1,11,35,6,0
496506,219.4,7,22,1,11,13,13
496625,261.1,18,6,25,35,28,3
496530,206.8,15,1,3,52,21,0
496603,646.2,67,7,59,71,82,8
496522,336.8,38,5,68,45,39,1
496553,463,39,77,45,56,47,9
496642,1465.8,61,56,111,136,106,70
496647,80.7,2,26,13,5,2,4
496543,291.6,20,52,22,18,15,12
496499,196.9,9,1,23,15,11,8
496461,281.9,21,102,156,13,9,12
496494,86.4,9,4,6,10,10,0
496430,269.1,28,10,13,39,16,2
496412,258.5,19,67,9,7,11,11
496400,103.1,8,21,6,12,16,2
496393,181.4,12,81,1,3,25,9
496410,140.6,17,2,23,14,12,0
496399,94.9,1,28,4,4,1,6
496376,470.6,48,3,43,37,98,9
496401,371.8,39,34,51,35,62,6
496457,698.8,71,66,47,81,57,10
496426,6.8,0,1,6,0,0,0
496427,247.2,27,2,23,38,42,0
496391,2012.2,246,108,78,212,257,10
496440,359.8,36,1,38,43,39,2
496425,880.4,50,508,6,8,152,49
496359,592.1,37,58,29,84,46,17
496354,379.1,11,55,6,5,20,8
496302,777.8,98,12,31,33,53,12
496337,361.4,32,17,20,40,46,7
496289,4.5,0,0,0,0,0,0
496287,30,0,5,5,1,0,2
496288,986.1,96,17,66,68,65,25
496341,32.7,3,0,1,4,5,0
496324,675,47,167,47,78,66,20
496317,216.9,15,96,7,4,10,10
496332,495.5,67,1,29,42,93,0
496291,69.9,9,8,1,2,12,1
496326,533.5,69,9,66,46,94,2
496316,230.1,36,9,8,7,73,1
496265,141.3,6,35,8,5,5,8
496350,460.8,18,14,15,48,15,20
496158,370.8,37,2,29,31,53,8
496163,23.5,0,0,0,0,0,1
496231,563.9,50,17,21,21,59,18
496173,248.3,19,2,19,22,27,7
496243,159.2,16,0,9,9,15,3
496251,73.6,1,0,24,3,0,5
496182,82.9,1,71,0,2,2,7
496257,188.7,15,9,33,38,20,1
496207,543.1,47,28,23,19,85,19
496213,86.2,1,19,0,4,0,6
496210,84,10,13,0,2,4,1
496193,180.2,19,9,8,22,20,1
496252,364.8,31,76,29,35,11,11
496263,596.2,40,54,27,51,60,21
496224,5157.5,280,3526,27,7,574,300
496223,329.3,27,37,6,23,18,11
496237,272.8,12,14,23,34,24,11
496160,385.4,27,13,105,73,48,7
496195,542.7,37,21,21,50,17,20
496258,379.8,22,36,53,84,16,6
496138,603.6,83,57,34,4,37,10
496137,395.2,49,24,56,26,56,4
496132,261.1,15,33,8,6,32,13
496131,386.7,20,56,6,23,7,19
496143,207.7,32,10,3,0,15,1
496146,127.4,14,8,54,11,12,1
496134,208.3,0,193,0,3,0,17
496129,603.7,65,13,62,43,82,11
496107,202.9,22,1,7,5,10,5
496090,273.2,32,17,41,25,31,3
496094,171,9,6,4,43,10,1
496100,43.3,2,0,11,4,2,1
496087,350.6,28,39,21,61,46,5
496093,78.6,10,1,21,6,10,0
496102,72.9,7,0,2,8,3,1
496088,587.4,57,31,38,61,41,13
496104,734.1,65,17,60,90,92,13
496065,159.9,9,10,2,9,10,7
496067,106.7,0,101,4715,0,0,8
496075,536.6,0,534,48,4,0,46
496051,210.5,17,43,9,8,21,8
496049,1223.4,99,55,64,100,67,33
496034,1177.5,183,20,127,38,141,2
496038,427.1,43,6,5,40,29,8
496018,777.8,33,168,50,54,76,41
496020,458,34,35,73,62,32,12
496026,223.5,25,23,52,18,43,4
496040,168.5,8,0,31,11,16,9
495979,140.4,2,4,1,10,2,8
495993,180.6,9,8,2,16,4,11
495992,1985.3,334,46,5,2,149,4
495972,421.1,46,42,58,32,86,7
495970,189.2,22,1,15,25,38,0
495990,385.7,14,177,438,22,7,27
496011,319.4,21,24,22,41,31,8
495967,115,13,1,9,15,27,0
496008,274.8,7,2,1,31,3,15
495987,245.7,22,7,16,31,40,4
495991,72.3,7,11,8,2,10,2
495957,50.4,5,1,2,6,4,0
495956,72.6,6,3,6,9,3,1
495946,327.5,41,26,31,6,19,7
495944,64.6,8,10,1,1,23,1
495924,108.3,6,30,4,3,11,5
495923,603.9,82,8,51,51,95,1
495927,54.8,5,5,0,5,2,1
495792,170.6,16,3,6,9,13,4
495812,311,30,18,57,35,35,5
495826,1137.4,67,19,89,104,83,41
495880,100.1,13,0,0,4,10,1
495815,130.4,14,11,2,2,29,3
495875,601.1,24,23,8,42,19,31
495864,217.4,22,10,15,32,34,1
495849,357.5,14,7,33,59,11,11
495893,780.5,72,24,10,42,27,26
495800,274.7,13,0,15,25,26,11
495794,234.9,23,13,26,14,15,6
495881,175.5,2,15,4,15,4,11
495906,339.2,21,28,18,57,22,8
495905,459.9,39,19,9,32,48,14
495821,149.9,20,2,9,12,39,0
495851,312.5,17,42,30,73,9,5
495674,386.7,7,158,16,10,5,27
495751,972.2,49,156,10,175,41,28
495752,221.9,15,12,30,14,9,8
495697,318.9,13,131,13,12,24,18
495682,378.9,38,61,8,36,29,7
495777,306.5,10,5,1,24,15,17
495702,16.9,0,0,48,0,0,1
495744,753.1,75,16,46,101,95,8
495699,394.2,44,17,5,20,87,9
495750,298.6,35,30,52,27,35,3
495757,330.5,38,2,36,35,72,2
495676,348.2,12,24,15,29,20,18
495681,257.6,24,25,24,20,25,6
495720,280.1,15,16,21,53,24,5
495761,340.4,17,8,23,72,23,7
495787,56.1,6,6,13,3,8,0
495700,581,42,10,44,47,70,19
495715,818,90,37,13,105,146,6
495773,71.1,7,6,0,3,3,2
495705,480.4,46,10,31,66,83,6
495779,436.4,21,10,27,61,12,15
495706,239.9,24,3,7,43,37,0
495701,153.5,21,7,5,7,40,1
495729,500.9,51,11,41,83,78,1
495723,397.6,24,23,16,76,22,8
495667,225.9,10,5,9,21,5,10
495608,182.8,15,26,43,25,13,3
495649,510.2,6,22,28,39,6,32
495638,235.6,23,5,3,39,29,0
495631,688.7,56,95,81,98,58,13
495639,239.7,20,0,4,10,39,8
495633,479.3,42,54,15,76,29,7
495641,259.2,5,189,2,8,11,18
495626,18.1,1,0,1,1,3,0
495590,828.4,117,9,25,37,71,6
495606,68.6,0,47,0,2,0,5
495597,322.5,26,45,2,14,36,8
495588,235.5,14,83,8,4,29,12
495599,169.7,22,4,12,14,42,1
495574,196,26,15,25,11,26,2
495604,198.8,24,2,52,22,27,0
495577,635.1,84,2,42,59,134,1
495501,473,36,46,26,46,18,15
495549,582.2,42,6,55,140,66,4
495525,187.2,11,117,0,0,24,10
495519,89.1,7,41,0,1,15,3
495523,738,89,106,29,13,152,16
495557,167.1,7,17,4,8,13,8
495536,679.4,85,14,149,78,139,1
495553,442.2,38,68,14,17,71,15
495520,403.4,35,18,28,72,41,3
495559,434.7,37,86,64,35,36,11
495547,177.8,11,0,10,46,19,0
495524,311.7,28,2,60,67,43,0
495488,186.8,24,4,24,17,33,0
495475,1024.4,102,16,35,151,155,9
495453,306.3,27,2,32,65,25,0
495492,339.4,31,12,26,46,61,6
495417,187,16,3,2,33,12,2
495477,836.2,95,7,28,50,194,14
495472,1.3,0,0,0,0,0,0
495481,237.4,39,5,8,3,77,0
495480,166.8,15,20,6,24,20,1
495388,293.9,41,31,0,5,81,4
495401,1587.4,147,473,93,22,206,55
495396,299.7,13,57,51,18,6,17
495404,468.5,32,40,21,70,31,13
495386,279.3,6,13,27,15,2,17
495381,355.5,24,1,32,65,30,7
495399,834.4,53,123,174,101,49,13
495400,134.4,6,34,3,6,10,7
495411,503.6,52,1,27,87,79,1
495413,219.6,14,41,72,16,6,10
495398,330.2,15,123,51,47,14,11
495379,135.2,12,6,25,19,18,1
495387,144.4,13,29,3,9,14,4
495364,300.9,22,4,38,39,33,7
495366,440.3,34,55,13,28,70,16
495378,290.1,43,7,21,11,82,1
495408,133.6,0,1,0,0,0,0
495405,360.5,16,31,52,50,17,17
495369,807.9,54,185,119,74,61,27
495391,1989.6,72,1342,8,26,135,134
495320,175.9,12,44,8,5,8,7
495322,557.3,45,60,40,71,43,12
495335,1492.2,100,414,101,204,75,41
495187,462.8,35,24,37,45,68,13
495318,587.4,20,167,24,65,18,27
495226,366.9,32,10,14,42,35,7
495243,572.3,60,20,43,57,87,8
495334,909.1,67,94,56,96,55,27
495358,664.9,45,14,42,84,51,18
495342,91.7,7,29,15,1,3,3
495189,2400.9,204,692,63,50,414,93
495175,597.5,42,16,15,65,68,17
495345,86.4,0,10,6,1,0,1
495219,515.3,28,35,20,77,32,16
495224,657.8,60,113,43,36,58,20
495330,395.9,25,74,31,41,33,13
495287,452.6,49,115,57,7,48,14
495329,570.7,33,97,20,86,23,17
495348,281.4,12,190,38,4,5,18
495218,1448,149,40,103,159,267,25
495271,409.4,31,6,33,82,33,5
495180,385.3,28,5,58,78,43,5
495171,491.9,37,14,37,50,52,14
495237,224,23,14,10,13,45,6
495170,211.6,6,84,14,6,2,14
495196,2327.6,310,40,137,61,155,34
495343,240,6,82,23,22,11,15
495174,440.2,21,23,11,71,20,14
495181,661.9,72,11,57,70,109,9
495304,161.5,14,40,7,11,3,5
495326,184.2,6,42,21,15,3,10
495328,411,16,70,52,58,19,17
495351,532.6,39,47,60,93,46,9
495222,601.1,50,61,41,38,92,20
495308,356.6,22,60,72,38,19,12
495353,488.6,30,118,23,63,22,15
495247,253.5,18,8,53,52,8,3
495279,693.7,33,7,48,40,57,33
495296,1252.5,144,29,44,93,124,21
495309,122.9,6,5,15,10,3,5
495305,712.9,48,92,95,27,80,27
495303,433.9,33,41,28,65,20,9
495333,641.6,64,68,58,80,98,8
495332,162.9,12,43,8,5,14,6
495221,439.4,46,0,13,75,50,1
495355,195.7,13,81,7,3,16,9
495347,746.4,31,327,44,74,23,36
495292,582,33,9,43,57,50,22
495307,288.1,17,46,9,35,12,10
495263,1006.6,94,11,74,69,90,25
495298,581.5,61,58,27,72,62,6
495202,598.4,60,26,21,39,62,14
495227,361.7,24,3,15,100,33,0
495313,514.5,28,164,26,48,35,20
495340,390.7,53,40,21,15,57,4
495250,965.5,107,24,23,45,36,21
495267,828,117,12,56,42,170,5
495310,439.4,23,37,15,23,14,21
495265,458.5,46,15,34,50,53,6
495352,166.9,12,26,40,26,15,3
495306,215.2,21,71,27,3,9,7
495311,556.9,43,59,35,82,45,11
495315,508.7,32,244,26,8,54,26
495166,62.3,7,1,6,4,8,0
495229,356.6,32,17,39,42,51,6
495199,658.6,81,13,24,31,67,10
495275,333.6,34,9,60,50,67,2
495344,268.2,14,43,17,26,5,15
495354,496.8,12,147,46,55,10,27
495284,294.8,24,36,9,50,27,4
495338,337,30,37,18,56,22,3
495319,147.7,11,65,29,3,5,7
495316,444.4,27,35,34,73,34,11
495291,756.4,67,15,31,54,97,20
495259,652.9,74,6,56,50,77,10
495197,621,36,76,34,19,73,30
495206,289.3,6,15,8,48,6,12
495324,327.3,23,41,14,59,19,5
495225,999.6,134,21,96,80,162,5
495346,790.1,3,693,190,17,2,67
495323,346.5,14,31,52,56,12,12
495331,627.2,40,36,100,70,38,21
495314,233.5,0,209,52,2,0,19
495289,66,5,12,1,4,2,2
495162,150.5,11,50,0,6,7,7
495128,645.7,54,8,67,77,70,14
495135,573.4,48,25,10,43,26,16
495143,366.4,30,57,45,31,46,10
495097,298.4,15,19,7,35,21,11
495101,329,17,141,4,7,33,18
495152,416.2,48,5,16,55,64,1
495124,507.2,32,32,10,50,14,18
495134,489.6,46,7,23,62,59,6
495060,542.2,66,4,47,62,59,2
495108,603.1,53,15,75,60,33,14
495095,205.3,4,50,14,12,1,13
495141,450.2,47,14,23,37,67,8
495093,422.9,12,33,1,29,13,24
495041,249.4,15,2,1,19,6,10
495057,529.2,49,144,11,14,97,17
495070,1147,80,45,89,112,77,37
495149,321.3,23,13,25,43,24,7
495118,642.4,42,49,58,47,55,26
495062,373.9,18,14,20,33,21,18
495061,595.7,32,27,33,95,24,17
495089,187.3,12,3,26,25,5,6
495058,562,40,167,22,23,70,23
495098,427.1,54,12,23,33,47,5
495163,130.6,2,95,1,9,3,9
495111,9.7,0,4,5,0,0,0
495014,91.7,10,2,22,6,5,1
495035,1642.8,111,88,108,63,110,71
495021,424,48,101,8,8,75,11
495027,133.2,1,108,13,1,0,10
495017,428.4,38,42,43,57,64,7
495010,246.5,20,80,3,13,28,8
494996,416.3,9,1,19,21,4,25
494991,285.4,23,4,11,41,28,4
494977,212.2,10,13,0,8,5,11
494995,2165.6,244,72,94,80,82,51
494972,509.3,35,18,55,76,47,12
494978,566.5,40,25,37,63,44,17
494959,416.6,26,40,42,58,36,14
494953,415.6,33,18,16,43,47,10
494951,516.8,45,44,109,63,24,11
494956,398.4,22,32,60,47,10,17
494950,176,13,44,3,10,10,7
494926,512.3,56,6,30,60,63,5
494910,421.5,18,73,22,37,19,19
494924,620.5,52,10,73,15,23,24
494901,452.9,35,25,52,39,28,14
494930,360.1,32,109,4,7,52,14
494943,169.5,9,31,4,7,17,8
494838,335.9,33,5,27,59,46,1
494848,2845.3,289,1,37,472,270,11
494823,551,22,50,35,66,20,24
494865,135.5,16,16,1,6,7,3
494832,274.8,19,92,10,8,23,12
494856,109.9,5,42,33,9,2,5
494849,353.9,32,3,21,26,65,9
494831,64.2,0,1,7,4,0,4
494779,221.9,6,13,5,21,2,12
494784,631.2,55,40,27,69,36,14
494761,184.9,5,12,26,13,9,10
494787,397.4,26,6,35,47,24,11
494765,256.6,5,5,24,14,2,15
494768,1155.6,131,3,40,82,214,18
494788,321.5,36,68,0,9,31,8
494767,2935.9,258,260,141,126,359,98
494797,504.6,34,22,53,52,39,16
494759,65.6,6,19,3,0,3,2
494793,95.3,10,18,10,2,4,2
494789,343.9,14,16,51,63,6,10
494778,1801.4,149,800,85,14,300,66
494737,337.1,35,11,27,22,37,7
494794,186.9,21,6,11,19,16,1
494799,626.9,48,8,46,77,36,15
494698,352.3,40,2,25,21,46,5
494685,189.5,20,16,16,11,12,4
494736,1170.9,154,66,89,72,245,10
494727,713.8,77,15,44,47,119,12
494715,414.1,21,195,292,6,10,20
494731,310.1,6,58,0,20,3,20
494728,392.4,34,20,21,54,29,7
494717,145.8,3,21,9,9,7,8
494677,723.7,31,17,26,65,37,34
494671,542.4,35,15,31,84,66,14
494723,469.2,41,10,56,55,44,10
494667,218.3,22,4,17,27,25,2
494676,354.2,22,53,40,48,27,10
494714,769.7,79,17,84,72,98,12
494720,1389.7,112,106,87,167,177,32
494622,310,17,0,17,11,8,16
494609,539.1,28,11,25,65,41,19
494574,134.5,9,45,17,3,18,6
494576,569.3,32,23,48,130,49,4
494612,1099.1,65,39,85,129,40,37
494601,589.3,47,27,43,24,59,22
494615,138.1,5,91,0,4,3,8
494592,32.2,0,22,16,0,0,2
494624,400.9,31,48,13,57,61,8
494596,820,99,8,38,69,50,8
494611,138.7,10,6,10,15,23,4
494625,62.2,7,3,32,2,3,1
494632,317.3,19,16,28,58,16,7
494631,196.8,14,12,11,11,28,7
494626,118.3,5,38,49,14,3,5
494623,227.8,16,2,11,60,38,1
494610,119.9,5,32,4,4,15,7
494570,279.6,41,7,9,11,51,2
494566,634.7,64,12,28,52,119,13
494552,2438.7,84,407,107,138,83,143
494562,292.5,13,36,2,19,5,16
494551,494.5,55,5,11,69,63,0
494567,1120.1,73,369,41,27,151,54
494536,354.4,16,32,24,20,4,19
494560,348.1,23,37,12,16,14,14
494564,316.4,22,22,25,11,44,14
494569,339,28,9,27,28,54,9
494568,162.8,16,16,4,3,26,5
494529,223.3,12,5,17,27,14,7
494505,881.8,71,22,57,64,93,28
494500,566,21,71,50,151,16,9
494502,140.7,13,10,4,6,33,4
494491,303.4,22,56,45,50,25,5
494527,386.6,30,178,18,8,78,17
494526,302.4,14,133,6,8,28,17
494507,220,7,126,1,8,2,15
494515,927.3,102,32,71,47,29,20
494484,162,16,5,9,8,29,4
494482,314.3,21,104,12,4,9,15
494510,113.3,16,7,0,5,7,1
494524,388.7,44,6,33,50,27,3
494518,355.7,22,6,51,30,11,14
494509,98.6,8,20,1,3,8,3
494430,142.4,9,19,3,5,18,7
494435,180.7,14,15,33,30,17,3
494461,662.6,59,46,17,70,70,13
494451,170.8,6,32,44,33,4,5
494432,311.9,27,134,3,3,71,12
494433,96.8,0,99,0,0,0,8
494469,258.4,3,104,31,17,2,18
494450,473.2,53,5,35,51,55,4
494438,378.8,53,7,43,21,43,2
494481,74.9,10,12,2,0,16,1
494439,341,21,107,24,4,10,19
494449,300.6,37,3,20,34,29,0
494429,404.7,23,30,74,66,27,10
494452,210.1,13,82,3,7,9,10
494427,31.7,0,24,0,0,0,2
494425,386.9,32,29,94,58,14,9
494460,231.6,14,67,4,7,26,11
494470,577.1,44,72,23,19,88,23
494466,581.2,16,6,36,34,21,34
494443,32,3,4,12,2,1,0
494434,201.1,0,201,0,0,0,17
494444,695.4,15,11,73,85,11,34
494471,33.8,0,25,0,1,1,2
494405,628.4,80,51,49,19,77,10
494416,200.5,26,2,29,19,54,0
494388,296.2,22,5,30,39,29,7
494399,910.1,59,223,20,34,107,42
494403,420.9,47,0,17,65,38,0
494404,149.7,23,0,4,5,14,0
494411,2283.5,0,2224,7,19,2,192
494408,225.5,18,3,9,52,8,0
494402,223.4,10,6,13,73,15,1
494394,927.2,120,60,69,5,57,19
494415,219.2,6,73,2,49,7,7
494323,252.3,19,28,51,37,9,6
494369,270.3,33,18,19,16,39,3
494303,687.9,79,25,51,84,123,4
494359,819.8,66,10,81,91,45,20
494355,252.5,18,15,37,16,31,9
494259,176.8,19,7,11,7,38,3
494350,209.7,21,3,5,34,26,0
494283,294.2,35,3,8,24,12,4
494294,122.6,19,0,31,2,39,0
494370,481.1,28,31,19,39,52,19
494334,790,105,10,33,73,131,2
494322,343.1,31,4,13,55,32,3
494315,161.6,1,36,41,18,1,9
494336,1125.7,129,7,92,166,138,1
494354,266.3,17,32,78,56,16,4
494373,502.2,59,11,40,26,38,8
494306,285.2,18,9,13,57,16,4
494382,65.9,5,9,4,7,5,2
494378,274.4,13,83,6,15,22,13
494258,498.2,27,19,82,112,23,7
494372,658.4,75,15,51,56,62,8
494278,99.5,13,0,13,8,19,0
494325,355.3,35,7,24,35,48,6
494308,408.5,42,12,34,27,43,8
494365,484.5,37,7,30,44,70,14
494251,11.2,0,0,17,4,0,0
494210,467.4,55,6,30,33,60,6
494207,332,31,35,10,22,12,11
494213,633.3,60,14,64,55,88,15
494212,420,39,26,60,55,68,7
494215,101.9,1,3,9,5,1,6
494225,912,66,14,71,109,97,25
494206,67.6,0,4,15,13,0,1
494236,383.6,37,30,14,47,38,5
494235,163.9,9,7,2,5,19,9
494250,500.4,30,15,12,29,30,22
494205,52.7,5,0,3,3,15,1
494246,336.8,17,31,17,72,16,9
494189,179.2,7,53,37,11,4,11
494169,510.2,49,59,78,70,27,7
494203,196.5,11,63,11,10,10,9
494190,488.3,30,38,59,32,17,21
494191,1005.7,123,232,2,22,350,26
494182,69.7,0,29,16,5,0,4
494195,444,28,129,179,58,20,14
494184,99.9,4,7,2,31,6,0
494149,139.7,5,8,3,6,2,8
494162,262.8,26,2,5,46,27,0
494166,267.5,5,58,48,14,6,17
494153,373.5,34,9,28,37,34,7
494155,270.8,6,1,9,17,6,15
494168,68.7,5,12,22,5,2,2
494156,175.4,8,8,10,20,13,7
494163,50,5,10,0,2,2,1
494108,263.6,10,15,29,26,15,12
494125,182.5,17,26,14,6,18,5
494135,950.5,110,39,37,65,156,12
494131,578.8,0,522,1,2,0,49
494117,209.9,22,21,14,5,11,6
494123,284.4,35,32,33,17,42,4
494116,227.1,29,3,20,17,42,1
494132,656.3,0,651,0,3,0,55
494118,272.3,19,17,8,55,22,4
494078,267.6,26,12,19,36,24,4
494102,146.7,7,13,15,15,5,7
494084,368.8,19,13,74,50,29,12
494076,842.6,110,31,96,63,27,10
494105,176.9,12,27,18,8,6,7
494075,531.5,33,27,11,29,25,24
494103,136,5,2,6,7,9,7
494067,314.9,18,70,20,14,10,15
494101,78.7,3,3,102,4,1,5
494061,201.7,10,0,5,68,17,0
494047,33.7,5,0,0,0,11,0
494037,255,31,13,14,25,63,2
494039,428.6,19,17,21,56,20,16
494030,642.5,70,17,33,81,92,5
494063,245.8,27,13,17,20,19,3
493957,104.8,7,14,18,19,9,1
493935,523.9,35,190,11,8,65,26
493963,491.8,43,4,16,40,96,15
493945,195.6,21,16,9,16,18,3
493975,394.1,20,187,17,6,41,24
493969,545.7,64,20,10,20,25,13
493988,296.6,21,39,23,11,27,12
493959,368.9,16,4,5,26,11,17
493936,489.4,25,6,15,35,25,22
493961,406.9,14,161,36,18,15,23
493977,786.6,70,22,55,109,93,12
493979,506.7,44,12,55,77,77,7
493999,257.3,17,154,7,0,36,13
493958,421.4,14,28,38,86,9,14
493956,755.4,86,16,71,88,141,6
